dataset,model,F1_macro
founta_hateful,founta_hateful,0.7047611757676664
founta_abusive,founta_hateful,0.4686180736653981
founta_toxicity,founta_hateful,0.5153662952625956
davidson_toxicity,founta_hateful,0.27743684744635394
one,founta_hateful,0.4972882257833446
hateval_hate,founta_hateful,0.5432370834981446
hateval_aggression,founta_hateful,0.5516045694845366
ami,founta_hateful,0.4164916742006476
trac_covert,founta_hateful,0.4311815416981089
trac_overt,founta_hateful,0.6163666892088411
trac_aggr,founta_hateful,0.4320691613554616
toxicity_toxic,founta_hateful,0.5903696684514982
toxicity_identityhate,founta_hateful,0.6015299051515055
toxicity_severetoxic,founta_hateful,0.5208063842295645
toxicity_insult,founta_hateful,0.5748280974700466
zeerak_hate,founta_hateful,0.6285035838185625
zeerak_racism,founta_hateful,0.7726269923173947
davidson_hate,founta_hateful,0.5898015370423196
zeerak_sexism,founta_hateful,0.4547100208178616
davidson_offensive,founta_hateful,0.2848959567015251
stormfront_post,founta_hateful,0.7093482721928631
stormfront_sentence,founta_hateful,0.6780856695057224
toxicity_obscene,founta_hateful,0.5447861494427133
toxicity_threat,founta_hateful,0.5248390514964028
founta_hateful,founta_abusive,0.4745746211800558
founta_abusive,founta_abusive,0.9180062356870682
founta_toxicity,founta_abusive,0.9019032389577512
davidson_toxicity,founta_abusive,0.6907534794432889
one,founta_abusive,0.8338541666666668
hateval_hate,founta_abusive,0.5913390022786936
hateval_aggression,founta_abusive,0.5891336667117177
ami,founta_abusive,0.6746384872080089
trac_covert,founta_abusive,0.4042584954780684
trac_overt,founta_abusive,0.5420657134539514
trac_aggr,founta_abusive,0.35755778728427995
toxicity_toxic,founta_abusive,0.8507903891836519
toxicity_identityhate,founta_abusive,0.5471126217639124
toxicity_severetoxic,founta_abusive,0.6053633540179613
toxicity_insult,founta_abusive,0.8123096402320538
zeerak_hate,founta_abusive,0.4774586614313736
zeerak_racism,founta_abusive,0.466867809411085
davidson_hate,founta_abusive,0.31632984503743083
zeerak_sexism,founta_abusive,0.5313767366830631
davidson_offensive,founta_abusive,0.7100275637106277
stormfront_post,founta_abusive,0.4831486971446404
stormfront_sentence,founta_abusive,0.5170308882980151
toxicity_obscene,founta_abusive,0.8656315075416978
toxicity_threat,founta_abusive,0.5112294176251403
founta_hateful,founta_toxicity,0.5157455153273578
founta_abusive,founta_toxicity,0.8953475722750209
founta_toxicity,founta_toxicity,0.9237133843933502
davidson_toxicity,founta_toxicity,0.7670851686753082
one,founta_toxicity,0.8409406374233543
hateval_hate,founta_toxicity,0.5971252151027432
hateval_aggression,founta_toxicity,0.5579854483860845
ami,founta_toxicity,0.6603773584905661
trac_covert,founta_toxicity,0.4384169910207487
trac_overt,founta_toxicity,0.6706175866604772
trac_aggr,founta_toxicity,0.4863835528122351
toxicity_toxic,founta_toxicity,0.8689172376633323
toxicity_identityhate,founta_toxicity,0.5471741127930427
toxicity_severetoxic,founta_toxicity,0.5602510738222627
toxicity_insult,founta_toxicity,0.7681179731487285
zeerak_hate,founta_toxicity,0.6713394537441761
zeerak_racism,founta_toxicity,0.6252228294255876
davidson_hate,founta_toxicity,0.28287489904451
zeerak_sexism,founta_toxicity,0.5483156844612356
davidson_offensive,founta_toxicity,0.7290637206187061
stormfront_post,founta_toxicity,0.7142589440673518
stormfront_sentence,founta_toxicity,0.6680013513075609
toxicity_obscene,founta_toxicity,0.7927133337162634
toxicity_threat,founta_toxicity,0.4966937618907586
founta_hateful,davidson_toxicity,0.4981503039536974
founta_abusive,davidson_toxicity,0.8916229867516123
founta_toxicity,davidson_toxicity,0.905393516029041
davidson_toxicity,davidson_toxicity,0.94033728292897
one,davidson_toxicity,0.8099533092259307
hateval_hate,davidson_toxicity,0.4235183074922017
hateval_aggression,davidson_toxicity,0.5631206221548533
ami,davidson_toxicity,0.6410384426895528
trac_covert,davidson_toxicity,0.4236564714814112
trac_overt,davidson_toxicity,0.5756773090226435
trac_aggr,davidson_toxicity,0.3963148534219656
toxicity_toxic,davidson_toxicity,0.8536721652084756
toxicity_identityhate,davidson_toxicity,0.5544229409008672
toxicity_severetoxic,davidson_toxicity,0.5711949544171881
toxicity_insult,davidson_toxicity,0.7738088233315756
zeerak_hate,davidson_toxicity,0.5597107350341992
zeerak_racism,davidson_toxicity,0.5105590522780877
davidson_hate,davidson_toxicity,0.2187232745614859
zeerak_sexism,davidson_toxicity,0.5767244809238701
davidson_offensive,davidson_toxicity,0.8634318077452932
stormfront_post,davidson_toxicity,0.6610472998900002
stormfront_sentence,davidson_toxicity,0.6567204179763733
toxicity_obscene,davidson_toxicity,0.8134527179370834
toxicity_threat,davidson_toxicity,0.4982767883634026
founta_hateful,one,0.5068467721563459
founta_abusive,one,0.8805897453241209
founta_toxicity,one,0.90973390594064
davidson_toxicity,one,0.7575364668876343
one,one,0.8174987604409016
hateval_hate,one,0.6018784835632688
hateval_aggression,one,0.5600227833163367
ami,one,0.6443602454878561
trac_covert,one,0.44948818478569397
trac_overt,one,0.7031213077433511
trac_aggr,one,0.5375970961887477
toxicity_toxic,one,0.8325069703428054
toxicity_identityhate,one,0.5214913733918279
toxicity_severetoxic,one,0.5308399690030063
toxicity_insult,one,0.7176767634812661
zeerak_hate,one,0.5954931322321932
zeerak_racism,one,0.5816690547015325
davidson_hate,one,0.2671174370537392
zeerak_sexism,one,0.5255268137809168
davidson_offensive,one,0.7248725204388113
stormfront_post,one,0.6886810582281724
stormfront_sentence,one,0.6743638106681105
toxicity_obscene,one,0.7313509821459714
toxicity_threat,one,0.4812387332976951
founta_hateful,hateval_hate,0.4885609403389076
founta_abusive,hateval_hate,0.4362495657327367
founta_toxicity,hateval_hate,0.4216650244239921
davidson_toxicity,hateval_hate,0.1495081217112789
one,hateval_hate,0.2369282891022021
hateval_hate,hateval_hate,0.3642720915448188
hateval_aggression,hateval_hate,0.4432071269487751
ami,hateval_hate,0.3562231759656653
trac_covert,hateval_hate,0.3932038834951456
trac_overt,hateval_hate,0.4327850255246739
trac_aggr,hateval_hate,0.29128277817150955
toxicity_toxic,hateval_hate,0.4756971064333122
toxicity_identityhate,hateval_hate,0.4977548365437072
toxicity_severetoxic,hateval_hate,0.4974384815654657
toxicity_insult,hateval_hate,0.487780868820886
zeerak_hate,hateval_hate,0.4048568747067105
zeerak_racism,hateval_hate,0.4686288886561224
davidson_hate,hateval_hate,0.48421782865071106
zeerak_sexism,hateval_hate,0.44393291680368296
davidson_offensive,hateval_hate,0.19158421224312275
stormfront_post,hateval_hate,0.4430003713330858
stormfront_sentence,hateval_hate,0.4730423620025674
toxicity_obscene,hateval_hate,0.4869189629486726
toxicity_threat,hateval_hate,0.4992573377126002
founta_hateful,hateval_aggression,0.4885609403389076
founta_abusive,hateval_aggression,0.4362495657327367
founta_toxicity,hateval_aggression,0.4216650244239921
davidson_toxicity,hateval_aggression,0.1495081217112789
one,hateval_aggression,0.4313725490196078
hateval_hate,hateval_aggression,0.3642720915448188
hateval_aggression,hateval_aggression,0.4432071269487751
ami,hateval_aggression,0.3562231759656653
trac_covert,hateval_aggression,0.3932038834951456
trac_overt,hateval_aggression,0.4327850255246739
trac_aggr,hateval_aggression,0.29128277817150955
toxicity_toxic,hateval_aggression,0.4756971064333122
toxicity_identityhate,hateval_aggression,0.4977548365437072
toxicity_severetoxic,hateval_aggression,0.4974384815654657
toxicity_insult,hateval_aggression,0.487780868820886
zeerak_hate,hateval_aggression,0.4048568747067105
zeerak_racism,hateval_aggression,0.4686288886561224
davidson_hate,hateval_aggression,0.48421782865071106
zeerak_sexism,hateval_aggression,0.44393291680368296
davidson_offensive,hateval_aggression,0.19158421224312275
stormfront_post,hateval_aggression,0.4430003713330858
stormfront_sentence,hateval_aggression,0.4730423620025674
toxicity_obscene,hateval_aggression,0.4869189629486726
toxicity_threat,hateval_aggression,0.4992573377126002
founta_hateful,ami,0.4885609403389076
founta_abusive,ami,0.4362495657327367
founta_toxicity,ami,0.4216650244239921
davidson_toxicity,ami,0.1495081217112789
one,ami,0.4313725490196078
hateval_hate,ami,0.3642720915448188
hateval_aggression,ami,0.4432071269487751
ami,ami,0.3562231759656653
trac_covert,ami,0.3932038834951456
trac_overt,ami,0.4327850255246739
trac_aggr,ami,0.29128277817150955
toxicity_toxic,ami,0.4756971064333122
toxicity_identityhate,ami,0.4977548365437072
toxicity_severetoxic,ami,0.4974384815654657
toxicity_insult,ami,0.487780868820886
zeerak_hate,ami,0.4048568747067105
zeerak_racism,ami,0.4686288886561224
davidson_hate,ami,0.48421782865071106
zeerak_sexism,ami,0.44393291680368296
davidson_offensive,ami,0.19158421224312275
stormfront_post,ami,0.4430003713330858
stormfront_sentence,ami,0.4730423620025674
toxicity_obscene,ami,0.4869189629486726
toxicity_threat,ami,0.4992573377126002
founta_hateful,trac_covert,0.4885609403389076
founta_abusive,trac_covert,0.4362495657327367
founta_toxicity,trac_covert,0.4216650244239921
davidson_toxicity,trac_covert,0.1495081217112789
one,trac_covert,0.4313725490196078
hateval_hate,trac_covert,0.3642720915448188
hateval_aggression,trac_covert,0.4432071269487751
ami,trac_covert,0.3562231759656653
trac_covert,trac_covert,0.3932038834951456
trac_overt,trac_covert,0.4327850255246739
trac_aggr,trac_covert,0.29128277817150955
toxicity_toxic,trac_covert,0.4756971064333122
toxicity_identityhate,trac_covert,0.4977548365437072
toxicity_severetoxic,trac_covert,0.4974384815654657
toxicity_insult,trac_covert,0.487780868820886
zeerak_hate,trac_covert,0.4048568747067105
zeerak_racism,trac_covert,0.4686288886561224
davidson_hate,trac_covert,0.48421782865071106
zeerak_sexism,trac_covert,0.44393291680368296
davidson_offensive,trac_covert,0.19158421224312275
stormfront_post,trac_covert,0.4430003713330858
stormfront_sentence,trac_covert,0.4730423620025674
toxicity_obscene,trac_covert,0.4869189629486726
toxicity_threat,trac_covert,0.4992573377126002
founta_hateful,trac_overt,0.5448626722927935
founta_abusive,trac_overt,0.8038721007774315
founta_toxicity,trac_overt,0.8235517725550208
davidson_toxicity,trac_overt,0.6748807041702871
one,trac_overt,0.7228333701494736
hateval_hate,trac_overt,0.6256738887193571
hateval_aggression,trac_overt,0.5304955157181189
ami,trac_overt,0.6864149275390521
trac_covert,trac_overt,0.4700762734729553
trac_overt,trac_overt,0.7201700583824897
trac_aggr,trac_overt,0.5785254040969536
toxicity_toxic,trac_overt,0.7906292504227781
toxicity_identityhate,trac_overt,0.5162670678277427
toxicity_severetoxic,trac_overt,0.5262283711169136
toxicity_insult,trac_overt,0.6997526762667979
zeerak_hate,trac_overt,0.6094505545907956
zeerak_racism,trac_overt,0.6213844904118977
davidson_hate,trac_overt,0.33776790750479824
zeerak_sexism,trac_overt,0.5217886669108901
davidson_offensive,trac_overt,0.6595958843591572
stormfront_post,trac_overt,0.6809062125873722
stormfront_sentence,trac_overt,0.6541860509070879
toxicity_obscene,trac_overt,0.69791379522975
toxicity_threat,trac_overt,0.4790302407040538
founta_hateful,trac_aggr,0.4963812229931062
founta_abusive,trac_aggr,0.7995913271263151
founta_toxicity,trac_aggr,0.8382869815844523
davidson_toxicity,trac_aggr,0.7439146248492629
one,trac_aggr,0.7421905196949998
hateval_hate,trac_aggr,0.6009804480419539
hateval_aggression,trac_aggr,0.4953014465209588
ami,trac_aggr,0.5738785464523751
trac_covert,trac_aggr,0.5756338537703316
trac_overt,trac_aggr,0.582388893120448
trac_aggr,trac_aggr,0.7605674792592587
toxicity_toxic,trac_aggr,0.6607048977999765
toxicity_identityhate,trac_aggr,0.4422924901185771
toxicity_severetoxic,trac_aggr,0.4468455688646889
toxicity_insult,trac_aggr,0.5591365602439631
zeerak_hate,trac_aggr,0.6105934626249351
zeerak_racism,trac_aggr,0.52837204792523
davidson_hate,trac_aggr,0.20913692774199036
zeerak_sexism,trac_aggr,0.502473512244639
davidson_offensive,trac_aggr,0.6922901142967953
stormfront_post,trac_aggr,0.6007294021704612
stormfront_sentence,trac_aggr,0.5401767743064672
toxicity_obscene,trac_aggr,0.566612498371969
toxicity_threat,trac_aggr,0.421912962065003
founta_hateful,toxicity_toxic,0.507387527281102
founta_abusive,toxicity_toxic,0.9005293638952312
founta_toxicity,toxicity_toxic,0.9208584848657968
davidson_toxicity,toxicity_toxic,0.7759029174998631
one,toxicity_toxic,0.8527383367139959
hateval_hate,toxicity_toxic,0.5989984238267095
hateval_aggression,toxicity_toxic,0.5588151577828802
ami,toxicity_toxic,0.6637190185577282
trac_covert,toxicity_toxic,0.4247095066635846
trac_overt,toxicity_toxic,0.6461130039950432
trac_aggr,toxicity_toxic,0.4468741771150075
toxicity_toxic,toxicity_toxic,0.904048509778224
toxicity_identityhate,toxicity_toxic,0.5528755186035016
toxicity_severetoxic,toxicity_toxic,0.5696199299737802
toxicity_insult,toxicity_toxic,0.7936241340232333
zeerak_hate,toxicity_toxic,0.5730959939531367
zeerak_racism,toxicity_toxic,0.5668844746074718
davidson_hate,toxicity_toxic,0.2870669212794017
zeerak_sexism,toxicity_toxic,0.5370281892021023
davidson_offensive,toxicity_toxic,0.7336205652897181
stormfront_post,toxicity_toxic,0.634643658997533
stormfront_sentence,toxicity_toxic,0.660978382081097
toxicity_obscene,toxicity_toxic,0.8125820070250032
toxicity_threat,toxicity_toxic,0.5012974116674135
founta_hateful,toxicity_identityhate,0.6353824808616942
founta_abusive,toxicity_identityhate,0.4527687609450937
founta_toxicity,toxicity_identityhate,0.4699257299766738
davidson_toxicity,toxicity_identityhate,0.2807133189039671
one,toxicity_identityhate,0.44496336996337
hateval_hate,toxicity_identityhate,0.3988171944035345
hateval_aggression,toxicity_identityhate,0.486697965571205
ami,toxicity_identityhate,0.3850931677018633
trac_covert,toxicity_identityhate,0.393129500649274
trac_overt,toxicity_identityhate,0.455693899300772
trac_aggr,toxicity_identityhate,0.30243719144471765
toxicity_toxic,toxicity_identityhate,0.5478864414587704
toxicity_identityhate,toxicity_identityhate,0.7804522910749823
toxicity_severetoxic,toxicity_identityhate,0.6032684519597329
toxicity_insult,toxicity_identityhate,0.5922082780101813
zeerak_hate,toxicity_identityhate,0.4265157433742343
zeerak_racism,toxicity_identityhate,0.5198373721167155
davidson_hate,toxicity_identityhate,0.5779280751525611
zeerak_sexism,toxicity_identityhate,0.4435857502706565
davidson_offensive,toxicity_identityhate,0.2948273829173165
stormfront_post,toxicity_identityhate,0.540700808625337
stormfront_sentence,toxicity_identityhate,0.5868937857956815
toxicity_obscene,toxicity_identityhate,0.5777992808199001
toxicity_threat,toxicity_identityhate,0.5560455660775999
founta_hateful,toxicity_severetoxic,0.4955633951788947
founta_abusive,toxicity_severetoxic,0.4545993910267059
founta_toxicity,toxicity_severetoxic,0.4388195220452878
davidson_toxicity,toxicity_severetoxic,0.17808616926263984
one,toxicity_severetoxic,0.4313725490196078
hateval_hate,toxicity_severetoxic,0.4235206397934259
hateval_aggression,toxicity_severetoxic,0.5087705910968247
ami,toxicity_severetoxic,0.4498098499473056
trac_covert,toxicity_severetoxic,0.393081124822982
trac_overt,toxicity_severetoxic,0.43427136276326295
trac_aggr,toxicity_severetoxic,0.29191721766502154
toxicity_toxic,toxicity_severetoxic,0.5810413070931579
toxicity_identityhate,toxicity_severetoxic,0.6254701977873174
toxicity_severetoxic,toxicity_severetoxic,0.7572515534931602
toxicity_insult,toxicity_severetoxic,0.651671886549621
zeerak_hate,toxicity_severetoxic,0.4065615924472147
zeerak_racism,toxicity_severetoxic,0.4699939805301285
davidson_hate,toxicity_severetoxic,0.5121735581613175
zeerak_sexism,toxicity_severetoxic,0.4456670656947989
davidson_offensive,toxicity_severetoxic,0.21714165942310415
stormfront_post,toxicity_severetoxic,0.4464116863819687
stormfront_sentence,toxicity_severetoxic,0.4730423620025674
toxicity_obscene,toxicity_severetoxic,0.6561863036878115
toxicity_threat,toxicity_severetoxic,0.5646280656967987
founta_hateful,toxicity_insult,0.5841437198650475
founta_abusive,toxicity_insult,0.6885141176852834
founta_toxicity,toxicity_insult,0.6990379480434183
davidson_toxicity,toxicity_insult,0.6349182712644241
one,toxicity_insult,0.6062669214843128
hateval_hate,toxicity_insult,0.5885990949180088
hateval_aggression,toxicity_insult,0.6233322151008469
ami,toxicity_insult,0.7373737373737375
trac_covert,toxicity_insult,0.3984295845997973
trac_overt,toxicity_insult,0.5072108058168221
trac_aggr,toxicity_insult,0.33312241026262274
toxicity_toxic,toxicity_insult,0.8178885369787653
toxicity_identityhate,toxicity_insult,0.601700053504452
toxicity_severetoxic,toxicity_insult,0.6462520037302693
toxicity_insult,toxicity_insult,0.8731610010543843
zeerak_hate,toxicity_insult,0.4750982961992136
zeerak_racism,toxicity_insult,0.514696091078357
davidson_hate,toxicity_insult,0.394592841740159
zeerak_sexism,toxicity_insult,0.5075867512821068
davidson_offensive,toxicity_insult,0.6354516682197815
stormfront_post,toxicity_insult,0.5135869245315933
stormfront_sentence,toxicity_insult,0.5406037921321764
toxicity_obscene,toxicity_insult,0.8539955711178797
toxicity_threat,toxicity_insult,0.5229323818718709
founta_hateful,zeerak_hate,0.5751303246020696
founta_abusive,zeerak_hate,0.574522841230219
founta_toxicity,zeerak_hate,0.5810498625914331
davidson_toxicity,zeerak_hate,0.6258209116873239
one,zeerak_hate,0.5682250512145157
hateval_hate,zeerak_hate,0.6044505690807942
hateval_aggression,zeerak_hate,0.574120328272655
ami,zeerak_hate,0.6976749365284397
trac_covert,zeerak_hate,0.4501958091034814
trac_overt,zeerak_hate,0.5856513322791559
trac_aggr,zeerak_hate,0.4300264973533803
toxicity_toxic,zeerak_hate,0.6208270468241085
toxicity_identityhate,zeerak_hate,0.6173242769470781
toxicity_severetoxic,zeerak_hate,0.6063057561668463
toxicity_insult,zeerak_hate,0.6598169725957485
zeerak_hate,zeerak_hate,0.8502596029250247
zeerak_racism,zeerak_hate,0.6462569777653813
davidson_hate,zeerak_hate,0.370446536340133
zeerak_sexism,zeerak_hate,0.7425287056302561
davidson_offensive,zeerak_hate,0.6344034034896207
stormfront_post,zeerak_hate,0.606120204711754
stormfront_sentence,zeerak_hate,0.6005299390542284
toxicity_obscene,zeerak_hate,0.6557688431391482
toxicity_threat,zeerak_hate,0.5259002484063638
founta_hateful,zeerak_racism,0.541490811890276
founta_abusive,zeerak_racism,0.4398496849473021
founta_toxicity,zeerak_racism,0.4358565892780963
davidson_toxicity,zeerak_racism,0.1564240186188557
one,zeerak_racism,0.4542463590103528
hateval_hate,zeerak_racism,0.4384546271338725
hateval_aggression,zeerak_racism,0.5101479353235323
ami,zeerak_racism,0.3691691631385681
trac_covert,zeerak_racism,0.4452401062514536
trac_overt,zeerak_racism,0.5672123015873016
trac_aggr,zeerak_racism,0.4090947121820616
toxicity_toxic,zeerak_racism,0.5126414187014611
toxicity_identityhate,zeerak_racism,0.5696895149799077
toxicity_severetoxic,zeerak_racism,0.5220579894014449
toxicity_insult,zeerak_racism,0.524950906072269
zeerak_hate,zeerak_racism,0.6419624920000074
zeerak_racism,zeerak_racism,0.8886859712230215
davidson_hate,zeerak_racism,0.5376259049027927
zeerak_sexism,zeerak_racism,0.4026347809017095
davidson_offensive,zeerak_racism,0.1916209642383369
stormfront_post,zeerak_racism,0.6631600766958594
stormfront_sentence,zeerak_racism,0.6519108409602199
toxicity_obscene,zeerak_racism,0.5166881678848818
toxicity_threat,zeerak_racism,0.5284410294836448
founta_hateful,davidson_hate,0.4893695776559826
founta_abusive,davidson_hate,0.4362265230630888
founta_toxicity,davidson_hate,0.4217955189962727
davidson_toxicity,davidson_hate,0.15459950359091185
one,davidson_hate,0.4313725490196078
hateval_hate,davidson_hate,0.3642720915448188
hateval_aggression,davidson_hate,0.4432071269487751
ami,davidson_hate,0.35587761674718194
trac_covert,davidson_hate,0.3932038834951456
trac_overt,davidson_hate,0.4327850255246739
trac_aggr,davidson_hate,0.29128277817150955
toxicity_toxic,davidson_hate,0.477078503031026
toxicity_identityhate,davidson_hate,0.5069817771453521
toxicity_severetoxic,davidson_hate,0.4974068241469816
toxicity_insult,davidson_hate,0.489537509661947
zeerak_hate,davidson_hate,0.4048568747067105
zeerak_racism,davidson_hate,0.4686288886561224
davidson_hate,davidson_hate,0.516933735475355
zeerak_sexism,davidson_hate,0.44393291680368296
davidson_offensive,davidson_hate,0.1926543433417128
stormfront_post,davidson_hate,0.4430003713330858
stormfront_sentence,davidson_hate,0.4760856386203376
toxicity_obscene,davidson_hate,0.4881441127067743
toxicity_threat,davidson_hate,0.5059931264793393
founta_hateful,zeerak_sexism,0.5306469073052559
founta_abusive,zeerak_sexism,0.5963152732396899
founta_toxicity,zeerak_sexism,0.5847478229049619
davidson_toxicity,zeerak_sexism,0.6500114222449376
one,zeerak_sexism,0.547242497972425
hateval_hate,zeerak_sexism,0.5964706103464935
hateval_aggression,zeerak_sexism,0.57878645868202
ami,zeerak_sexism,0.7289360740908063
trac_covert,zeerak_sexism,0.4131247741465421
trac_overt,zeerak_sexism,0.4558990846418845
trac_aggr,zeerak_sexism,0.3163236833658169
toxicity_toxic,zeerak_sexism,0.5926426622648535
toxicity_identityhate,zeerak_sexism,0.5597345800459914
toxicity_severetoxic,zeerak_sexism,0.603990904615952
toxicity_insult,zeerak_sexism,0.6335931967404963
zeerak_hate,zeerak_sexism,0.7464680213062952
zeerak_racism,zeerak_sexism,0.4044376614228693
davidson_hate,zeerak_sexism,0.3249093921947696
zeerak_sexism,zeerak_sexism,0.8796570848090493
davidson_offensive,zeerak_sexism,0.6902993602105687
stormfront_post,zeerak_sexism,0.4466103292466153
stormfront_sentence,zeerak_sexism,0.4723666210084202
toxicity_obscene,zeerak_sexism,0.6380006628270422
toxicity_threat,zeerak_sexism,0.5143858817507415
founta_hateful,davidson_offensive,0.48832557684082595
founta_abusive,davidson_offensive,0.8914006722889829
founta_toxicity,davidson_offensive,0.8914074763344435
davidson_toxicity,davidson_offensive,0.8917976269953127
one,davidson_offensive,0.7921701018715944
hateval_hate,davidson_offensive,0.5838372803766272
hateval_aggression,davidson_offensive,0.5767684603050205
ami,davidson_offensive,0.6714019067630853
trac_covert,davidson_offensive,0.40258770726617776
trac_overt,davidson_offensive,0.4980769230769231
trac_aggr,davidson_offensive,0.33144929103980825
toxicity_toxic,davidson_offensive,0.79459105499031
toxicity_identityhate,davidson_offensive,0.5279549046528681
toxicity_severetoxic,davidson_offensive,0.5849009338886594
toxicity_insult,davidson_offensive,0.7512991554048674
zeerak_hate,davidson_offensive,0.4854775735316077
zeerak_racism,davidson_offensive,0.4506562972952437
davidson_hate,davidson_offensive,0.21487914329833174
zeerak_sexism,davidson_offensive,0.5526590906734119
davidson_offensive,davidson_offensive,0.8863126669249117
stormfront_post,davidson_offensive,0.5084377339430509
stormfront_sentence,davidson_offensive,0.53103759070451
toxicity_obscene,davidson_offensive,0.822566964764881
toxicity_threat,davidson_offensive,0.5015921868073026
founta_hateful,stormfront_post,0.5568851262467117
founta_abusive,stormfront_post,0.4746138089813491
founta_toxicity,stormfront_post,0.4715569173953704
davidson_toxicity,stormfront_post,0.27707082353763296
one,stormfront_post,0.4990909090909091
hateval_hate,stormfront_post,0.5350831550750612
hateval_aggression,stormfront_post,0.5861086674207198
ami,stormfront_post,0.4998346560846561
trac_covert,stormfront_post,0.4331703945094553
trac_overt,stormfront_post,0.5647873392680515
trac_aggr,stormfront_post,0.3975255433048668
toxicity_toxic,stormfront_post,0.6139204626462684
toxicity_identityhate,stormfront_post,0.6359892277978005
toxicity_severetoxic,stormfront_post,0.5879021966098089
toxicity_insult,stormfront_post,0.6462311289378959
zeerak_hate,stormfront_post,0.5189626550403389
zeerak_racism,stormfront_post,0.6856392350879986
davidson_hate,stormfront_post,0.5860423135500696
zeerak_sexism,stormfront_post,0.4458183651603958
davidson_offensive,stormfront_post,0.2864604741632414
stormfront_post,stormfront_post,0.77645245486085
stormfront_sentence,stormfront_post,0.8215617479094044
toxicity_obscene,stormfront_post,0.6280528020973452
toxicity_threat,stormfront_post,0.5264079113228913
founta_hateful,stormfront_sentence,0.4885609403389076
founta_abusive,stormfront_sentence,0.4362495657327367
founta_toxicity,stormfront_sentence,0.4216650244239921
davidson_toxicity,stormfront_sentence,0.1495081217112789
one,stormfront_sentence,0.4313725490196078
hateval_hate,stormfront_sentence,0.3642720915448188
hateval_aggression,stormfront_sentence,0.4432071269487751
ami,stormfront_sentence,0.3562231759656653
trac_covert,stormfront_sentence,0.3932038834951456
trac_overt,stormfront_sentence,0.4327850255246739
trac_aggr,stormfront_sentence,0.29128277817150955
toxicity_toxic,stormfront_sentence,0.4756971064333122
toxicity_identityhate,stormfront_sentence,0.4977548365437072
toxicity_severetoxic,stormfront_sentence,0.4974384815654657
toxicity_insult,stormfront_sentence,0.487780868820886
zeerak_hate,stormfront_sentence,0.4048568747067105
zeerak_racism,stormfront_sentence,0.4686288886561224
davidson_hate,stormfront_sentence,0.48421782865071106
zeerak_sexism,stormfront_sentence,0.44393291680368296
davidson_offensive,stormfront_sentence,0.19158421224312275
stormfront_post,stormfront_sentence,0.4430003713330858
stormfront_sentence,stormfront_sentence,0.4730423620025674
toxicity_obscene,stormfront_sentence,0.4869189629486726
toxicity_threat,stormfront_sentence,0.4992573377126002
founta_hateful,toxicity_obscene,0.4867719946156922
founta_abusive,toxicity_obscene,0.9049446016633856
founta_toxicity,toxicity_obscene,0.8913092346853388
davidson_toxicity,toxicity_obscene,0.7287496251236711
one,toxicity_obscene,0.7719344916451907
hateval_hate,toxicity_obscene,0.5640826392287719
hateval_aggression,toxicity_obscene,0.5994682301608945
ami,toxicity_obscene,0.7074949217868365
trac_covert,toxicity_obscene,0.3943505557197489
trac_overt,toxicity_obscene,0.4762984930393572
trac_aggr,toxicity_obscene,0.3137479944671676
toxicity_toxic,toxicity_obscene,0.8306262614373625
toxicity_identityhate,toxicity_obscene,0.5834214867846303
toxicity_severetoxic,toxicity_obscene,0.6435630562039616
toxicity_insult,toxicity_obscene,0.8352554430410588
zeerak_hate,toxicity_obscene,0.4604123830074082
zeerak_racism,toxicity_obscene,0.4689634663559464
davidson_hate,toxicity_obscene,0.3306900480274803
zeerak_sexism,toxicity_obscene,0.5145800343488297
davidson_offensive,toxicity_obscene,0.7282772178560646
stormfront_post,toxicity_obscene,0.4939135564135564
stormfront_sentence,toxicity_obscene,0.5095104032191298
toxicity_obscene,toxicity_obscene,0.9166470951247464
toxicity_threat,toxicity_obscene,0.517106625921684
founta_hateful,toxicity_threat,0.4898420033522844
founta_abusive,toxicity_threat,0.4416008847755569
founta_toxicity,toxicity_threat,0.4264821786603185
davidson_toxicity,toxicity_threat,0.1539825302594631
one,toxicity_threat,0.4313725490196078
hateval_hate,toxicity_threat,0.368150037792895
hateval_aggression,toxicity_threat,0.4523387805588282
ami,toxicity_threat,0.3776809463500751
trac_covert,toxicity_threat,0.3937345702394853
trac_overt,toxicity_threat,0.43859189119466796
trac_aggr,toxicity_threat,0.2944489173541541
toxicity_toxic,toxicity_threat,0.5088808632330393
toxicity_identityhate,toxicity_threat,0.5504357758737773
toxicity_severetoxic,toxicity_threat,0.5686427377373026
toxicity_insult,toxicity_threat,0.5290021248103804
zeerak_hate,toxicity_threat,0.404787046814502
zeerak_racism,toxicity_threat,0.4685732243871778
davidson_hate,toxicity_threat,0.4939135154939882
zeerak_sexism,toxicity_threat,0.4438719579039685
davidson_offensive,toxicity_threat,0.19508938825904704
stormfront_post,toxicity_threat,0.44279346210995546
stormfront_sentence,toxicity_threat,0.4789074011107333
toxicity_obscene,toxicity_threat,0.528827097100077
toxicity_threat,toxicity_threat,0.7618876328107629
